expressionID,operandID,arg1,arg2,expressionValue,description,expressionName,expressionTypeID,expressionGroupID,expressionAttributeID
3239,55,3237,226,None,"Autogenerated RGIM, (capacitorCapacity of ships in gang).RIM(PostPercent,capacitorBonus)",[(capacitorCapacity).(PostPercent)].RGIM(capacitorBonus),None,None,None
3240,40,497,None,None,Attribute agility,agility,None,None,None
3241,31,1095,3240,None,"Autogenerated EFF, PostPercent modification to agility",(agility).(PostPercent),None,None,None
3242,3,3241,496,None,"Autogenerated AGIM, (agility of ships in gang).AIM(PostPercent,agilityBonus)",[(agility).(PostPercent)].AGIM(agilityBonus),None,None,None
3243,55,3241,496,None,"Autogenerated RGIM, (agility of ships in gang).RIM(PostPercent,agilityBonus)",[(agility).(PostPercent)].RGIM(agilityBonus),None,None,None
3244,22,None,None,None,"Autogenerated skill attribute, signatureRadiusBonus",signatureRadiusBonus,None,None,554
3245,12,1,3244,None,"Autogenerated ATT, self.signatureRadiusBonus",CurrentSelf->signatureRadiusBonus,None,None,None
3246,31,5,3245,None,"Autogenerated EFF, PreMul modification to self.signatureRadiusBonus",(CurrentSelf->signatureRadiusBonus).(PreMul),None,None,None
3247,6,3246,1059,None,"Autogenerated AIM, self.signatureRadiusBonus.AIM(skillLevel,PreMul)",((CurrentSelf->signatureRadiusBonus).(PreMul)).AddItemModifier (skillLevel),None,None,None
3248,58,3246,1059,None,"Autogenerated RIM, self.signatureRadiusBonus.RIM(skillLevel,PreMul)",((CurrentSelf->signatureRadiusBonus).(PreMul)).RemoveItemModifier (skillLevel),None,None,None
3249,40,3215,None,None,Attribute signatureRadius,signatureRadius,None,None,None
3250,31,1095,3249,None,"Autogenerated EFF, PostPercent modification to signatureRadius",(signatureRadius).(PostPercent),None,None,None
3251,3,3250,3244,None,"Autogenerated AGIM, (signatureRadius of ships in gang).AIM(PostPercent,signatureRadiusBonus)",[(signatureRadius).(PostPercent)].AGIM(signatureRadiusBonus),None,None,None
3252,55,3250,3244,None,"Autogenerated RGIM, (signatureRadius of ships in gang).RIM(PostPercent,signatureRadiusBonus)",[(signatureRadius).(PostPercent)].RGIM(signatureRadiusBonus),None,None,None
3253,29,None,None,None,This is some useful type or other,Deep Core Mining,11395,None,None
3254,49,4,3253,None,"Autogenerated LRS, modules on Ship that require Deep Core Mining",CurrentShip[Deep Core Mining],None,None,None
3255,12,3254,166,None,"Autogenerated ATT, cpu on modules requiring Deep Core Mining on Ship",CurrentShip[Deep Core Mining]->cpu,None,None,None
3256,31,1095,3255,None,"Autogenerated EFF, PostPercent modification to cpu on modules requiring Deep Core Mining on Ship",(CurrentShip[Deep Core Mining]->cpu).(PostPercent),None,None,None
3257,9,3256,1437,None,"Autogenerated ALRSM, (cpu of modules on Ship requiring Deep Core Mining).ALRSM(PostPercent,cpuNeedBonus)",((CurrentShip[Deep Core Mining]->cpu).(PostPercent)).ALRSM(cpuNeedBonus),None,None,None
3258,61,3256,1437,None,"Autogenerated RLRSM, (cpu of modules on Ship requiring Deep Core Mining).RLRSM(PostPercent,cpuNeedBonus)",((CurrentShip[Deep Core Mining]->cpu).(PostPercent)).RLRSM(cpuNeedBonus),None,None,None
3259,22,None,None,None,"Autogenerated skill attribute, cloakVelocityBonus",cloakVelocityBonus,None,None,555
3260,12,1,3259,None,"Autogenerated ATT, self.cloakVelocityBonus",CurrentSelf->cloakVelocityBonus,None,None,None
3261,31,5,3260,None,"Autogenerated EFF, PreMul modification to self.cloakVelocityBonus",(CurrentSelf->cloakVelocityBonus).(PreMul),None,None,None
3262,6,3261,1059,None,"Autogenerated AIM, self.cloakVelocityBonus.AIM(skillLevel,PreMul)",((CurrentSelf->cloakVelocityBonus).(PreMul)).AddItemModifier (skillLevel),None,None,None
3263,58,3261,1059,None,"Autogenerated RIM, self.cloakVelocityBonus.RIM(skillLevel,PreMul)",((CurrentSelf->cloakVelocityBonus).(PreMul)).RemoveItemModifier (skillLevel),None,None,None
3264,29,None,None,None,This is some useful type or other,Cloaking,11579,None,None
3265,49,4,3264,None,"Autogenerated LRS, modules on Ship that require Cloaking",CurrentShip[Cloaking],None,None,None
3266,12,3265,105,None,"Autogenerated ATT, speedFactor on modules requiring Cloaking on Ship",CurrentShip[Cloaking]->speedFactor,None,None,None
3267,31,1095,3266,None,"Autogenerated EFF, PostPercent modification to speedFactor on modules requiring Cloaking on Ship",(CurrentShip[Cloaking]->speedFactor).(PostPercent),None,None,None
3268,9,3267,3259,None,"Autogenerated ALRSM, (speedFactor of modules on Ship requiring Cloaking).ALRSM(PostPercent,cloakVelocityBonus)",((CurrentShip[Cloaking]->speedFactor).(PostPercent)).ALRSM(cloakVelocityBonus),None,None,None
3269,61,3267,3259,None,"Autogenerated RLRSM, (speedFactor of modules on Ship requiring Cloaking).RLRSM(PostPercent,cloakVelocityBonus)",((CurrentShip[Cloaking]->speedFactor).(PostPercent)).RLRSM(cloakVelocityBonus),None,None,None
3270,12,3265,166,None,"Autogenerated ATT, cpu on modules requiring Cloaking on Ship",CurrentShip[Cloaking]->cpu,None,None,None
3271,31,1095,3270,None,"Autogenerated EFF, PostPercent modification to cpu on modules requiring Cloaking on Ship",(CurrentShip[Cloaking]->cpu).(PostPercent),None,None,None
3272,9,3271,1437,None,"Autogenerated ALRSM, (cpu of modules on Ship requiring Cloaking).ALRSM(PostPercent,cpuNeedBonus)",((CurrentShip[Cloaking]->cpu).(PostPercent)).ALRSM(cpuNeedBonus),None,None,None
3273,61,3271,1437,None,"Autogenerated RLRSM, (cpu of modules on Ship requiring Cloaking).RLRSM(PostPercent,cpuNeedBonus)",((CurrentShip[Cloaking]->cpu).(PostPercent)).RLRSM(cpuNeedBonus),None,None,None
3274,22,None,None,None,How long it takes to anchor or unanchor this object.,anchoringDelay,None,None,556
3275,12,4,3215,None,"Autogenerated ATT, Ship.signatureRadius",CurrentShip->signatureRadius,None,None,None
3276,31,1095,3275,None,"Autogenerated EFF, PostPercent modification to Ship.signatureRadius",(CurrentShip->signatureRadius).(PostPercent),None,None,None
3277,6,3276,3244,None,"Autogenerated AIM, Ship.signatureRadius.AIM(signatureRadiusBonus,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).AddItemModifier (signatureRadiusBonus),None,None,None
3278,58,3276,3244,None,"Autogenerated RIM, Ship.signatureRadius.RIM(signatureRadiusBonus,PostPercent)",((CurrentShip->signatureRadius).(PostPercent)).RemoveItemModifier (signatureRadiusBonus),None,None,None
3279,12,1456,166,None,"Autogenerated ATT, cpu on modules requiring Weapon Disruption on Ship",CurrentShip[Type(Weapon Disruption)]->cpu,None,None,None
3280,31,1095,3279,None,"Autogenerated EFF, PostPercent modification to cpu on modules requiring Weapon Disruption on Ship",(CurrentShip[Type(Weapon Disruption)]->cpu).(PostPercent),None,None,None
3281,9,3280,1437,None,"Autogenerated ALRSM, (cpu of modules on Ship requiring Weapon Disruption).ALRSM(PostPercent,cpuNeedBonus)",((CurrentShip[Type(Weapon Disruption)]->cpu).(PostPercent)).ALRSM(cpuNeedBonus),None,None,None
3282,61,3280,1437,None,"Autogenerated RLRSM, (cpu of modules on Ship requiring Weapon Disruption).RLRSM(PostPercent,cpuNeedBonus)",((CurrentShip[Type(Weapon Disruption)]->cpu).(PostPercent)).RLRSM(cpuNeedBonus),None,None,None
3283,6,2881,2740,None,"Autogenerated AIM, Ship.rechargeRate.AIM(shipBonus2AF,PostPercent)",((CurrentShip->rechargeRate).(PostPercent)).AddItemModifier (shipBonus2AF),None,None,None
3284,58,2881,2740,None,"Autogenerated RIM, Ship.rechargeRate.RIM(shipBonus2AF,PostPercent)",((CurrentShip->rechargeRate).(PostPercent)).RemoveItemModifier (shipBonus2AF),None,None,None
3285,6,1543,564,None,"Autogenerated AIM, Ship.agility.AIM(agilityMultiplier,PostPercent)",((CurrentShip->agility).(PostPercent)).AddItemModifier (agilityMultiplier),None,None,None
3286,58,1543,564,None,"Autogenerated RIM, Ship.agility.RIM(agilityMultiplier,PostPercent)",((CurrentShip->agility).(PostPercent)).RemoveItemModifier (agilityMultiplier),None,None,None
3287,49,3,1980,None,"Autogenerated LS, modules owned by Char that require CurrentSkill",CurrentChar[CurrentSelf.GetTypeID()],None,None,None
3288,12,3287,102,None,"Autogenerated ATT, maxVelocity on modules requiring CurrentSkill on Char",CurrentChar[CurrentSelf.GetTypeID()]->maxVelocity,None,None,None
3289,31,1095,3288,None,"Autogenerated EFF, PostPercent modification to maxVelocity on modules requiring CurrentSkill on Char",(CurrentChar[CurrentSelf.GetTypeID()]->maxVelocity).(PostPercent),None,None,None
3290,11,3289,3155,None,"Autogenerated ALRSM, (maxVelocity of modules on Char requiring CurrentSkill).ALRSM(PostPercent,missileVelocityBonus )",((CurrentChar[CurrentSelf.GetTypeID()]->maxVelocity).(PostPercent)).AORSM(missileVelocityBonus ),None,None,None
3291,62,3289,3155,None,"Autogenerated RLRSM, (maxVelocity of modules on Char requiring CurrentSkill).RLRSM(PostPercent,missileVelocityBonus )",((CurrentChar[CurrentSelf.GetTypeID()]->maxVelocity).(PostPercent)).RORSM(missileVelocityBonus ),None,None,None
3292,22,None,None,None,None,kineticDamage,None,None,117
3293,12,3287,1288,None,"Autogenerated ATT, abPowerBonus on modules requiring CurrentSkill on Char",CurrentChar[CurrentSelf.GetTypeID()]->abPowerBonus,None,None,None
3294,31,1095,3293,None,"Autogenerated EFF, PostPercent modification to abPowerBonus on modules requiring CurrentSkill on Char",(CurrentChar[CurrentSelf.GetTypeID()]->abPowerBonus).(PostPercent),None,None,None
3295,11,3294,3292,None,"Autogenerated ALRSM, (abPowerBonus of modules on Char requiring CurrentSkill).ALRSM(PostPercent,kineticDamage)",((CurrentChar[CurrentSelf.GetTypeID()]->abPowerBonus).(PostPercent)).AORSM(kineticDamage),None,None,None
3296,62,3294,3292,None,"Autogenerated RLRSM, (abPowerBonus of modules on Char requiring CurrentSkill).RLRSM(PostPercent,kineticDamage)",((CurrentChar[CurrentSelf.GetTypeID()]->abPowerBonus).(PostPercent)).RORSM(kineticDamage),None,None,None
3297,22,None,None,None,None,emDamage,None,None,114
3298,12,3287,3297,None,"Autogenerated ATT, emDamage on modules requiring CurrentSkill on Char",CurrentChar[CurrentSelf.GetTypeID()]->emDamage,None,None,None
3299,31,1095,3298,None,"Autogenerated EFF, PostPercent modification to emDamage on modules requiring CurrentSkill on Char",(CurrentChar[CurrentSelf.GetTypeID()]->emDamage).(PostPercent),None,None,None
3300,11,3299,1164,None,"Autogenerated ALRSM, (emDamage of modules on Char requiring CurrentSkill).ALRSM(PostPercent,damageMultiplierBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->emDamage).(PostPercent)).AORSM(damageMultiplierBonus),None,None,None
3301,62,3299,1164,None,"Autogenerated RLRSM, (emDamage of modules on Char requiring CurrentSkill).RLRSM(PostPercent,damageMultiplierBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->emDamage).(PostPercent)).RORSM(damageMultiplierBonus),None,None,None
3302,22,None,None,None,None,explosiveDamage,None,None,116
3303,12,3287,3302,None,"Autogenerated ATT, explosiveDamage on modules requiring CurrentSkill on Char",CurrentChar[CurrentSelf.GetTypeID()]->explosiveDamage,None,None,None
3304,31,1095,3303,None,"Autogenerated EFF, PostPercent modification to explosiveDamage on modules requiring CurrentSkill on Char",(CurrentChar[CurrentSelf.GetTypeID()]->explosiveDamage).(PostPercent),None,None,None
3305,11,3304,1164,None,"Autogenerated ALRSM, (explosiveDamage of modules on Char requiring CurrentSkill).ALRSM(PostPercent,damageMultiplierBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->explosiveDamage).(PostPercent)).AORSM(damageMultiplierBonus),None,None,None
3306,62,3304,1164,None,"Autogenerated RLRSM, (explosiveDamage of modules on Char requiring CurrentSkill).RLRSM(PostPercent,damageMultiplierBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->explosiveDamage).(PostPercent)).RORSM(damageMultiplierBonus),None,None,None
3307,22,None,None,None,None,thermalDamage,None,None,118
3308,12,3287,3307,None,"Autogenerated ATT, thermalDamage on modules requiring CurrentSkill on Char",CurrentChar[CurrentSelf.GetTypeID()]->thermalDamage,None,None,None
3309,31,1095,3308,None,"Autogenerated EFF, PostPercent modification to thermalDamage on modules requiring CurrentSkill on Char",(CurrentChar[CurrentSelf.GetTypeID()]->thermalDamage).(PostPercent),None,None,None
3310,11,3309,1164,None,"Autogenerated ALRSM, (thermalDamage of modules on Char requiring CurrentSkill).ALRSM(PostPercent,damageMultiplierBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->thermalDamage).(PostPercent)).AORSM(damageMultiplierBonus),None,None,None
3311,62,3309,1164,None,"Autogenerated RLRSM, (thermalDamage of modules on Char requiring CurrentSkill).RLRSM(PostPercent,damageMultiplierBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->thermalDamage).(PostPercent)).RORSM(damageMultiplierBonus),None,None,None
3312,22,None,None,None,"Autogenerated skill attribute, max flightTimeBonus",maxFlightTimeBonus,None,None,557
3313,12,1,3312,None,"Autogenerated ATT, self.max flightTimeBonus",CurrentSelf->maxFlightTimeBonus,None,None,None
3314,31,5,3313,None,"Autogenerated EFF, PreMul modification to self.max flightTimeBonus",(CurrentSelf->maxFlightTimeBonus).(PreMul),None,None,None
3315,6,3314,1059,None,"Autogenerated AIM, self.max flightTimeBonus.AIM(skillLevel,PreMul)",((CurrentSelf->maxFlightTimeBonus).(PreMul)).AddItemModifier (skillLevel),None,None,None
3316,58,3314,1059,None,"Autogenerated RIM, self.max flightTimeBonus.RIM(skillLevel,PreMul)",((CurrentSelf->maxFlightTimeBonus).(PreMul)).RemoveItemModifier (skillLevel),None,None,None
3317,22,None,None,None,None,explosionDelay,None,None,281
3318,12,3287,3317,None,"Autogenerated ATT, explosionDelay on modules requiring CurrentSkill on Char",CurrentChar[CurrentSelf.GetTypeID()]->explosionDelay,None,None,None
3319,31,1095,3318,None,"Autogenerated EFF, PostPercent modification to explosionDelay on modules requiring CurrentSkill on Char",(CurrentChar[CurrentSelf.GetTypeID()]->explosionDelay).(PostPercent),None,None,None
3320,11,3319,3312,None,"Autogenerated ALRSM, (explosionDelay of modules on Char requiring CurrentSkill).ALRSM(PostPercent,max flightTimeBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->explosionDelay).(PostPercent)).AORSM(max flightTimeBonus),None,None,None
3321,62,3319,3312,None,"Autogenerated RLRSM, (explosionDelay of modules on Char requiring CurrentSkill).RLRSM(PostPercent,max flightTimeBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->explosionDelay).(PostPercent)).RORSM(max flightTimeBonus),None,None,None
3322,12,3287,497,None,"Autogenerated ATT, agility on modules requiring CurrentSkill on Char",CurrentChar[CurrentSelf.GetTypeID()]->agility,None,None,None
3323,31,1095,3322,None,"Autogenerated EFF, PostPercent modification to agility on modules requiring CurrentSkill on Char",(CurrentChar[CurrentSelf.GetTypeID()]->agility).(PostPercent),None,None,None
3324,11,3323,496,None,"Autogenerated ALRSM, (agility of modules on Char requiring CurrentSkill).ALRSM(PostPercent,agilityBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->agility).(PostPercent)).AORSM(agilityBonus),None,None,None
3325,62,3323,496,None,"Autogenerated RLRSM, (agility of modules on Char requiring CurrentSkill).RLRSM(PostPercent,agilityBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->agility).(PostPercent)).RORSM(agilityBonus),None,None,None
3326,22,None,None,None,"Autogenerated skill attribute, explosionRangeBonus",explosionRangeBonus,None,None,558
3327,12,1,3326,None,"Autogenerated ATT, self.explosionRangeBonus",CurrentSelf->explosionRangeBonus,None,None,None
3328,31,5,3327,None,"Autogenerated EFF, PreMul modification to self.explosionRangeBonus",(CurrentSelf->explosionRangeBonus).(PreMul),None,None,None
3329,6,3328,1059,None,"Autogenerated AIM, self.explosionRangeBonus.AIM(skillLevel,PreMul)",((CurrentSelf->explosionRangeBonus).(PreMul)).AddItemModifier (skillLevel),None,None,None
3330,58,3328,1059,None,"Autogenerated RIM, self.explosionRangeBonus.RIM(skillLevel,PreMul)",((CurrentSelf->explosionRangeBonus).(PreMul)).RemoveItemModifier (skillLevel),None,None,None
3331,22,None,None,None,None,explosionRange,None,None,107
3332,12,3287,3331,None,"Autogenerated ATT, explosionRange on modules requiring CurrentSkill on Char",CurrentChar[CurrentSelf.GetTypeID()]->explosionRange,None,None,None
3333,31,1095,3332,None,"Autogenerated EFF, PostPercent modification to explosionRange on modules requiring CurrentSkill on Char",(CurrentChar[CurrentSelf.GetTypeID()]->explosionRange).(PostPercent),None,None,None
3334,11,3333,3326,None,"Autogenerated ALRSM, (explosionRange of modules on Char requiring CurrentSkill).ALRSM(PostPercent,explosionRangeBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->explosionRange).(PostPercent)).AORSM(explosionRangeBonus),None,None,None
3335,62,3333,3326,None,"Autogenerated RLRSM, (explosionRange of modules on Char requiring CurrentSkill).RLRSM(PostPercent,explosionRangeBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->explosionRange).(PostPercent)).RORSM(explosionRangeBonus),None,None,None
3336,12,3287,3292,None,"Autogenerated ATT, kineticDamage on modules requiring CurrentSkill on Char",CurrentChar[CurrentSelf.GetTypeID()]->kineticDamage,None,None,None
3337,31,1095,3336,None,"Autogenerated EFF, PostPercent modification to kineticDamage on modules requiring CurrentSkill on Char",(CurrentChar[CurrentSelf.GetTypeID()]->kineticDamage).(PostPercent),None,None,None
3338,11,3337,1164,None,"Autogenerated ALRSM, (kineticDamage of modules on Char requiring CurrentSkill).ALRSM(PostPercent,damageMultiplierBonus)",((CurrentChar[CurrentSelf.GetTypeID()]->kineticDamage).(PostPercent)).AORSM(damageMultiplierBonus),None,None,None
